wavelength_nm,srf
1.577000000000000000e+03,8.918300271034240723e-01
1.578000000000000000e+03,8.998169898986816406e-01
1.579000000000000000e+03,9.072520136833190918e-01
1.580000000000000000e+03,9.130089879035949707e-01
1.581000000000000000e+03,9.186850190162658691e-01
1.582000000000000000e+03,9.229530096054077148e-01
1.583000000000000000e+03,9.271630048751831055e-01
1.584000000000000000e+03,9.268599748611450195e-01
1.585000000000000000e+03,9.264129996299743652e-01
1.586000000000000000e+03,9.250590205192565918e-01
1.587000000000000000e+03,9.236829876899719238e-01
1.588000000000000000e+03,9.239529967308044434e-01
1.589000000000000000e+03,9.242590069770812988e-01
1.590000000000000000e+03,9.228280186653137207e-01
1.591000000000000000e+03,9.213830232620239258e-01
1.592000000000000000e+03,9.220610260963439941e-01
1.593000000000000000e+03,9.227560162544250488e-01
1.594000000000000000e+03,9.246479868888854980e-01
1.595000000000000000e+03,9.266049861907958984e-01
1.596000000000000000e+03,9.345520138740539551e-01
1.597000000000000000e+03,9.425250291824340820e-01
1.598000000000000000e+03,9.443510174751281738e-01
1.599000000000000000e+03,9.458720088005065918e-01
1.600000000000000000e+03,9.461749792098999023e-01
1.601000000000000000e+03,9.464319944381713867e-01
1.602000000000000000e+03,9.470059871673583984e-01
1.603000000000000000e+03,9.475889801979064941e-01
1.604000000000000000e+03,9.501940011978149414e-01
1.605000000000000000e+03,9.528589844703674316e-01
1.606000000000000000e+03,9.513030052185058594e-01
1.607000000000000000e+03,9.496700167655944824e-01
1.608000000000000000e+03,9.530469775199890137e-01
1.609000000000000000e+03,9.564939737319946289e-01
1.610000000000000000e+03,9.590470194816589355e-01
1.611000000000000000e+03,9.615449905395507812e-01
1.612000000000000000e+03,9.600480198860168457e-01
1.613000000000000000e+03,9.583349823951721191e-01
1.614000122070312500e+03,9.598349928855895996e-01
1.615000000000000000e+03,9.614700078964233398e-01
1.616000000000000000e+03,9.608569741249084473e-01
1.617000000000000000e+03,9.601749777793884277e-01
1.618000000000000000e+03,9.608129858970642090e-01
1.619000000000000000e+03,9.614859819412231445e-01
1.620000000000000000e+03,9.647030234336853027e-01
1.621000000000000000e+03,9.679430127143859863e-01
1.622000000000000000e+03,9.693139791488647461e-01
1.622999877929687500e+03,9.705889821052551270e-01
1.624000000000000000e+03,9.737129807472229004e-01
1.625000000000000000e+03,9.769060015678405762e-01
1.626000000000000000e+03,9.790999889373779297e-01
1.626999877929687500e+03,9.812579751014709473e-01
1.628000000000000000e+03,9.812849760055541992e-01
1.629000000000000000e+03,9.813719987869262695e-01
1.630000000000000000e+03,9.886090159416198730e-01
1.631000000000000000e+03,9.958689808845520020e-01
1.632000000000000000e+03,9.980210065841674805e-01
1.633000000000000000e+03,1.000000000000000000e+00
1.634000000000000000e+03,9.998480081558227539e-01
1.635000000000000000e+03,9.996420145034790039e-01
1.636000000000000000e+03,9.965900182723999023e-01
1.637000000000000000e+03,9.934390187263488770e-01
1.637999877929687500e+03,9.862170219421386719e-01
1.639000000000000000e+03,9.789890050888061523e-01
1.640000000000000000e+03,9.671249985694885254e-01
1.641000000000000000e+03,9.551200270652770996e-01
1.642000000000000000e+03,9.361990094184875488e-01
1.643000000000000000e+03,9.172390103340148926e-01
1.644000000000000000e+03,8.794239759445190430e-01
1.645000000000000000e+03,8.409669995307922363e-01
1.646000000000000000e+03,7.965450286865234375e-01
1.647000000000000000e+03,7.518929839134216309e-01
1.648000122070312500e+03,6.943129897117614746e-01
1.649000000000000000e+03,6.365420222282409668e-01
1.650000000000000000e+03,5.732319951057434082e-01
1.651000000000000000e+03,5.099459886550903320e-01
1.652000000000000000e+03,4.519659876823425293e-01
1.653000000000000000e+03,3.940300047397613525e-01
1.654000000000000000e+03,3.427500128746032715e-01
1.655000000000000000e+03,2.917520105838775635e-01
1.656000000000000000e+03,2.513090074062347412e-01
1.657000000000000000e+03,2.111530005931854248e-01
1.658000000000000000e+03,1.808229982852935791e-01
1.659000000000000000e+03,1.505399942398071289e-01
1.660000000000000000e+03,1.284630000591278076e-01
1.661000000000000000e+03,1.066640019416809082e-01
1.662000000000000000e+03,9.073500335216522217e-02
1.663000000000000000e+03,7.494100183248519897e-02
1.664000000000000000e+03,6.379000097513198853e-02
1.665000000000000000e+03,5.275199934840202332e-02
1.666000000000000000e+03,4.502800107002258301e-02
1.667000000000000000e+03,3.731000050902366638e-02
1.668000122070312500e+03,3.182100132107734680e-02
1.669000000000000000e+03,2.635000087320804596e-02
1.670000000000000000e+03,2.250399999320507050e-02
1.671000000000000000e+03,1.872400008141994476e-02
1.672000000000000000e+03,1.604500040411949158e-02
1.673000000000000000e+03,1.339400000870227814e-02
1.674000000000000000e+03,1.148299966007471085e-02
1.675000000000000000e+03,9.587000124156475067e-03
1.676000000000000000e+03,8.227000012993812561e-03
1.677000000000000000e+03,6.881999783217906952e-03
1.678000000000000000e+03,5.909999832510948181e-03
1.679000000000000000e+03,4.939999897032976151e-03
1.680000000000000000e+03,4.257000051438808441e-03
1.681000000000000000e+03,3.575999988242983818e-03
1.682000000000000000e+03,3.054999979212880135e-03
1.683000000000000000e+03,2.541000023484230042e-03
1.684000000000000000e+03,2.159999916329979897e-03
1.685000000000000000e+03,1.781000057235360146e-03
1.686000000000000000e+03,1.511999987997114658e-03
1.687000000000000000e+03,1.244000042788684368e-03
1.688000000000000000e+03,1.040000002831220627e-03
1.689000000000000000e+03,8.370000286959111691e-04
1.690000000000000000e+03,6.769999745301902294e-04
1.691000000000000000e+03,5.169999785721302032e-04
1.692000000000000000e+03,4.090000002179294825e-04
1.693000122070312500e+03,3.009999927598983049e-04
1.694000122070312500e+03,2.059999969787895679e-04
1.695000000000000000e+03,1.120000015362165868e-04
1.696000000000000000e+03,3.999999898951500654e-05
1.697000000000000000e+03,0.000000000000000000e+00
